,precision,recall,f1-score,support
Fatal,0.876,0.99,0.929,14013.0
Serious,0.723,0.78,0.75,14012.0
Slight,0.818,0.647,0.723,14013.0
accuracy,0.806,0.806,0.806,0.806
macro avg,0.806,0.806,0.801,42038.0
weighted avg,0.806,0.806,0.801,42038.0
