,precision,recall,f1-score,support
Slight,0.816,0.653,0.726,13963.0
Serious,0.716,0.747,0.731,13962.0
Fatal,0.852,0.984,0.913,13963.0
accuracy,0.795,0.795,0.795,0.795
macro avg,0.795,0.795,0.79,41888.0
weighted avg,0.795,0.795,0.79,41888.0
