,precision,recall,f1-score,support
Slight,0.833,0.71,0.766,41594.0
Serious,0.772,0.77,0.771,41594.0
Fatal,0.859,0.989,0.92,41594.0
accuracy,0.823,0.823,0.823,0.823
macro avg,0.822,0.823,0.819,124782.0
weighted avg,0.822,0.823,0.819,124782.0
