,precision,recall,f1-score,support
Assistance,0.632,0.548,0.587,1794.0
Slight,0.601,0.681,0.638,1794.0
accuracy,0.614,0.614,0.614,0.614
macro avg,0.616,0.614,0.613,3588.0
weighted avg,0.616,0.614,0.613,3588.0
