,precision,recall,f1-score,support
Slight,0.833,0.715,0.769,62286.0
Serious,0.772,0.787,0.779,62286.0
Fatal,0.873,0.981,0.924,62285.0
accuracy,0.827,0.827,0.827,0.827
macro avg,0.826,0.827,0.824,186857.0
weighted avg,0.826,0.827,0.824,186857.0
