,precision,recall,f1-score,support
Fatal,0.864,0.979,0.918,42557.0
Serious,0.742,0.741,0.742,42558.0
Slight,0.818,0.709,0.76,42558.0
accuracy,0.81,0.81,0.81,0.81
macro avg,0.808,0.81,0.806,127673.0
weighted avg,0.808,0.81,0.806,127673.0
