,precision,recall,f1-score,support
Slight,0.782,0.633,0.7,2359.0
Assistance,0.692,0.823,0.752,2359.0
accuracy,0.728,0.728,0.728,0.728
macro avg,0.737,0.728,0.726,4718.0
weighted avg,0.737,0.728,0.726,4718.0
