,precision,recall,f1-score,support
Fatal,0.875,0.986,0.927,14013.0
Serious,0.722,0.784,0.751,14012.0
Slight,0.82,0.645,0.722,14013.0
accuracy,0.805,0.805,0.805,0.805
macro avg,0.805,0.805,0.8,42038.0
weighted avg,0.805,0.805,0.8,42038.0
