,precision,recall,f1-score,support
Slight,0.835,0.762,0.797,55964.0
Assistance,0.781,0.85,0.814,55964.0
accuracy,0.806,0.806,0.806,0.806
macro avg,0.808,0.806,0.805,111928.0
weighted avg,0.808,0.806,0.805,111928.0
