,precision,recall,f1-score,support
Slight,0.675,0.446,0.537,1653.0
Assistance,0.587,0.785,0.672,1659.0
accuracy,0.616,0.616,0.616,0.616
macro avg,0.631,0.616,0.605,3312.0
weighted avg,0.631,0.616,0.605,3312.0
