,precision,recall,f1-score,support
Slight,0.847,0.722,0.779,64008.0
Serious,0.778,0.793,0.785,64007.0
Fatal,0.876,0.988,0.929,64008.0
accuracy,0.834,0.834,0.834,0.834
macro avg,0.833,0.834,0.831,192023.0
weighted avg,0.833,0.834,0.831,192023.0
