,precision,recall,f1-score,support
Slight,0.814,0.585,0.68,14476.0
Serious,0.687,0.772,0.727,14475.0
Fatal,0.863,0.999,0.926,14476.0
accuracy,0.785,0.785,0.785,0.785
macro avg,0.788,0.785,0.778,43427.0
weighted avg,0.788,0.785,0.778,43427.0
