,precision,recall,f1-score,support
Slight,0.73,0.551,0.628,1653.0
Assistance,0.641,0.797,0.71,1659.0
accuracy,0.674,0.674,0.674,0.674
macro avg,0.685,0.674,0.669,3312.0
weighted avg,0.685,0.674,0.669,3312.0
