,precision,recall,f1-score,support
Assistance,0.689,0.519,0.592,1793.0
Slight,0.614,0.766,0.682,1793.0
accuracy,0.642,0.642,0.642,0.642
macro avg,0.652,0.642,0.637,3586.0
weighted avg,0.652,0.642,0.637,3586.0
