,precision,recall,f1-score,support
Slight,0.842,0.706,0.768,39946.0
Serious,0.775,0.768,0.771,39945.0
Fatal,0.844,0.987,0.91,39946.0
accuracy,0.821,0.821,0.821,0.821
macro avg,0.82,0.821,0.817,119837.0
weighted avg,0.82,0.821,0.817,119837.0
