,precision,recall,f1-score,support
Fatal,0.837,0.714,0.771,42637.0
Slight,0.772,0.765,0.769,42636.0
Serious,0.859,0.993,0.921,42637.0
accuracy,0.824,0.824,0.824,0.824
macro avg,0.823,0.824,0.82,127910.0
weighted avg,0.823,0.824,0.82,127910.0
