,precision,recall,f1-score,support
Slight,0.8921150772509323,0.9396745230078564,0.9152773981962286,3564.0
Serious,0.296875,0.16344086021505377,0.21081830790568654,465.0
Fatal,0.057692307692307696,0.09090909090909091,0.07058823529411766,33.0
accuracy,0.843919251600197,0.843919251600197,0.843919251600197,0.843919251600197
macro avg,0.41556079498108,0.3980081580440003,0.3988946471320109,4062.0
weighted avg,0.8171956810625725,0.843919251600197,0.8277716819577077,4062.0
