,precision,recall,f1-score,support
Slight,0.9870702321481046,0.3164688147729414,0.479275165870015,10614.0
Serious,0.027675528289025222,0.8185483870967742,0.05354081498087828,248.0
Fatal,0.0,0.0,0.0,15.0
accuracy,0.3274800036774846,0.3274800036774846,0.3274800036774846,0.3274800036774846
macro avg,0.33824858681237663,0.3783390672899052,0.17760532695029776,10877.0
weighted avg,0.9638344189607116,0.32748000367748464,0.46890730280956117,10877.0
