,precision,recall,f1-score,support
Slight,0.9881019830028328,0.32859161563824774,0.49317780134323075,10615.0
Serious,0.03694921952183363,0.677536231884058,0.07007682218474799,276.0
Fatal,0.0012987012987012987,0.3,0.002586206896551724,10.0
accuracy,0.33740023851022843,0.33740023851022843,0.33740023851022843,0.33740023851022843
macro avg,0.3421166346077893,0.4353759491741019,0.18861361014151015,10901.0
weighted avg,0.9631147161889811,0.3374002385102284,0.48201535879739016,10901.0
