,city,model,time
0,Liverpool,knn,0.0
0,Liverpool,nb,0.01
0,Liverpool,logistic_regression,0.03
0,Liverpool,random_forest,0.14
0,Liverpool,svc,4.98
0,Liverpool,mlp,33.31
0,Liverpool,convolution_2d,321.41
