,city,model,time
0,Victoria,nb,0.0
0,Victoria,knn,0.0
0,Victoria,logistic_regression,0.0
0,Victoria,random_forest,0.16
0,Victoria,svc,0.22
0,Victoria,mlp,1.73
0,Victoria,convolution_2d,51.99
