,city,model,time
0,Cornwall,nb,0.0
0,Cornwall,knn,0.0
0,Cornwall,logistic_regression,0.02
0,Cornwall,svc,0.23
0,Cornwall,random_forest,0.35
0,Cornwall,mlp,1.73
0,Cornwall,convolution_2d,49.33
