,city,model,time
0,madrid,logistic_regression,0.0
0,madrid,knn,0.0
0,madrid,logistic_regression,0.0
0,madrid,random_forest,0.07
0,madrid,svc,0.15
0,Madrid,convolution_2d,1.1
0,madrid,mlp,1.66
0,Madrid,convolution_2d,6.92
0,Madrid,convolution_2d,6.97
0,Madrid,convolution_2d,10.12
0,Madrid,convolution_2d,11.06
0,Madrid,convolution_2d,11.49
0,madrid,convolution_2d,11.68
0,Madrid,convolution_2d,12.74
0,Madrid,convolution_2d,12.91
0,Madrid,convolution_2d,13.09
0,Madrid,convolution_2d,23.65
