,city,model,time
0,Victoria,nb,0.0
0,Victoria,knn,0.0
0,Victoria,logistic_regression,0.01
0,Victoria,svc,0.3
0,Victoria,random_forest,0.38
0,Victoria,mlp,1.64
0,Victoria,convolution_2d,57.6
