,city,model,time
0,madrid,logistic_regression,0.0
0,madrid,knn,0.0
0,madrid,logistic_regression,0.01
0,madrid,svc,0.18
0,madrid,random_forest,0.35
0,madrid,mlp,2.22
0,madrid,convolution_2d,15.65
