,city,model,time
0,Manchester,nb,0.0
0,Manchester,knn,0.0
0,Manchester,logistic_regression,0.02
0,Manchester,random_forest,0.16
0,Manchester,svc,0.6
0,Manchester,mlp,3.17
0,Manchester,convolution_2d,121.93
0,Manchester,convolution_1d,452.9
