,city,model,time
0,Cornwall,nb,0.0
0,Cornwall,knn,0.0
0,Cornwall,logistic_regression,0.01
0,Cornwall,random_forest,0.09
0,Cornwall,svc,0.18
0,Cornwall,mlp,1.79
0,Cornwall,convolution_2d,53.6
