,city,model,time
0,madrid,logistic_regression,0.0
0,madrid,knn,0.0
0,madrid,logistic_regression,0.0
0,madrid,random_forest,0.13
0,madrid,svc,0.15
0,madrid,mlp,2.58
0,madrid,convolution_2d,14.64
