,city,model,time
0,Liverpool,nb,0.0
0,Liverpool,knn,0.0
0,Liverpool,logistic_regression,0.01
0,Liverpool,random_forest,0.07
0,Liverpool,svc,0.34
0,Liverpool,mlp,2.65
0,Liverpool,convolution_2d,78.38
0,Liverpool,convolution_1d,270.65
