,precision,recall,f1-score,support
Assistance,0.572,0.63,0.599,1776.0
Slight,0.588,0.528,0.556,1776.0
accuracy,0.579,0.579,0.579,0.579
macro avg,0.58,0.579,0.578,3552.0
weighted avg,0.58,0.579,0.578,3552.0
