,precision,recall,f1-score,support
Slight,0.998,0.992,0.995,622.0
Assistance,0.992,0.998,0.995,621.0
accuracy,0.995,0.995,0.995,0.995
macro avg,0.995,0.995,0.995,1243.0
weighted avg,0.995,0.995,0.995,1243.0
