,precision,recall,f1-score,support
Slight,0.9835279399499584,0.8900839701858666,0.9344757565251846,10599.0
Serious,0.08661417322834646,0.4230769230769231,0.1437908496732026,260.0
Fatal,0.0,0.0,0.0,18.0
accuracy,0.8774478256872299,0.8774478256872299,0.8774478256872299,0.8774478256872299
macro avg,0.3567140377261016,0.4377202977542632,0.35942220206612907,10877.0
weighted avg,0.9604608182926339,0.8774478256872299,0.9140290672359532,10877.0
