,precision,recall,f1-score,support
Slight,0.9369057908383751,0.6105322444381864,0.7393009377664109,3551.0
Serious,0.19396051103368175,0.6915113871635611,0.3029478458049887,483.0
Fatal,0.07692307692307693,0.07142857142857142,0.07407407407407408,28.0
accuracy,0.6164451009354998,0.6164451009354998,0.6164451009354998,0.6164451009354998
macro avg,0.4025964595983779,0.457824067676773,0.37210761921515795,4062.0
weighted avg,0.8426364441777904,0.6164451009354998,0.6828300131970478,4062.0
