,precision,recall,f1-score,support
Fatal,0.685,0.674,0.68,14013.0
Serious,0.546,0.669,0.601,14012.0
Slight,0.607,0.479,0.536,14013.0
accuracy,0.608,0.608,0.608,0.608
macro avg,0.613,0.608,0.606,42038.0
weighted avg,0.613,0.608,0.606,42038.0
