,precision,recall,f1-score,support
Slight,0.508,0.701,0.589,41594.0
Serious,0.504,0.54,0.521,41594.0
Fatal,0.605,0.332,0.428,41594.0
accuracy,0.524,0.524,0.524,0.524
macro avg,0.539,0.524,0.513,124782.0
weighted avg,0.539,0.524,0.513,124782.0
