,precision,recall,f1-score,support
Slight,0.649,0.533,0.585,14476.0
Serious,0.552,0.296,0.385,14475.0
Fatal,0.566,0.93,0.704,14476.0
accuracy,0.586,0.586,0.586,0.586
macro avg,0.589,0.586,0.558,43427.0
weighted avg,0.589,0.586,0.558,43427.0
