,precision,recall,f1-score,support
Fatal,0.526,0.733,0.612,42637.0
Slight,0.517,0.517,0.517,42636.0
Serious,0.67,0.406,0.506,42637.0
accuracy,0.552,0.552,0.552,0.552
macro avg,0.571,0.552,0.545,127910.0
weighted avg,0.571,0.552,0.545,127910.0
