,precision,recall,f1-score,support
Assistance,0.687,0.411,0.514,1792.0
Slight,0.58,0.813,0.677,1792.0
accuracy,0.612,0.612,0.612,0.612
macro avg,0.633,0.612,0.596,3584.0
weighted avg,0.633,0.612,0.596,3584.0
