,precision,recall,f1-score,support
Slight,0.69,0.567,0.623,13963.0
Serious,0.498,0.697,0.581,13962.0
Fatal,0.709,0.552,0.621,13963.0
accuracy,0.605,0.605,0.605,0.605
macro avg,0.633,0.605,0.608,41888.0
weighted avg,0.633,0.605,0.608,41888.0
