,precision,recall,f1-score,support
Assistance,0.643,0.793,0.71,2351.0
Slight,0.73,0.559,0.633,2350.0
accuracy,0.676,0.676,0.676,0.676
macro avg,0.686,0.676,0.672,4701.0
weighted avg,0.686,0.676,0.672,4701.0
