,precision,recall,f1-score,support
Fatal,0.703,0.683,0.693,14013.0
Serious,0.576,0.667,0.618,14012.0
Slight,0.61,0.531,0.568,14013.0
accuracy,0.627,0.627,0.627,0.627
macro avg,0.63,0.627,0.626,42038.0
weighted avg,0.63,0.627,0.626,42038.0
