,precision,recall,f1-score,support
Slight,0.531,0.714,0.609,64008.0
Serious,0.523,0.506,0.514,64007.0
Fatal,0.619,0.426,0.505,64008.0
accuracy,0.549,0.549,0.549,0.549
macro avg,0.558,0.549,0.543,192023.0
weighted avg,0.558,0.549,0.543,192023.0
