,precision,recall,f1-score,support
Slight,0.619,0.678,0.647,32090.0
Serious,0.538,0.569,0.553,32090.0
Fatal,0.718,0.61,0.66,32090.0
accuracy,0.619,0.619,0.619,0.619
macro avg,0.625,0.619,0.62,96270.0
weighted avg,0.625,0.619,0.62,96270.0
