,precision,recall,f1-score,support
Slight,0.535,0.724,0.615,39946.0
Serious,0.556,0.493,0.523,39945.0
Fatal,0.636,0.482,0.548,39946.0
accuracy,0.566,0.566,0.566,0.566
macro avg,0.575,0.566,0.562,119837.0
weighted avg,0.575,0.566,0.562,119837.0
