,precision,recall,f1-score,support
Slight,0.671,0.65,0.66,32181.0
Serious,0.47,0.625,0.537,32181.0
Fatal,0.685,0.482,0.566,32181.0
accuracy,0.586,0.586,0.586,0.586
macro avg,0.609,0.586,0.588,96543.0
weighted avg,0.609,0.586,0.588,96543.0
