,precision,recall,f1-score,support
Assistance,0.591,0.832,0.691,4858.0
Slight,0.716,0.424,0.533,4858.0
accuracy,0.628,0.628,0.628,0.628
macro avg,0.654,0.628,0.612,9716.0
weighted avg,0.654,0.628,0.612,9716.0
