,precision,recall,f1-score,support
Slight,0.638,0.814,0.715,55971.0
Assistance,0.743,0.537,0.624,55971.0
accuracy,0.676,0.676,0.676,0.676
macro avg,0.691,0.676,0.67,111942.0
weighted avg,0.691,0.676,0.67,111942.0
