,precision,recall,f1-score,support
Assistance,0.607,0.673,0.638,1026.0
Slight,0.649,0.582,0.614,1069.0
accuracy,0.626,0.626,0.626,0.626
macro avg,0.628,0.627,0.626,2095.0
weighted avg,0.628,0.626,0.626,2095.0
