,precision,recall,f1-score,support
Serious,0.621,0.222,0.327,10518.0
Fatal,0.424,0.603,0.498,10518.0
Slight,0.576,0.703,0.633,10518.0
accuracy,0.509,0.509,0.509,0.509
macro avg,0.54,0.509,0.486,31554.0
weighted avg,0.54,0.509,0.486,31554.0
