,precision,recall,f1-score,support
Slight,0.636,0.819,0.716,64034.0
Assistance,0.745,0.531,0.62,64033.0
accuracy,0.675,0.675,0.675,0.675
macro avg,0.691,0.675,0.668,128067.0
weighted avg,0.691,0.675,0.668,128067.0
