,precision,recall,f1-score,support
Fatal,0.804,0.625,0.703,11225.0
Serious,0.514,0.547,0.53,11226.0
Slight,0.633,0.733,0.679,11226.0
accuracy,0.635,0.635,0.635,0.635
macro avg,0.65,0.635,0.637,33677.0
weighted avg,0.65,0.635,0.637,33677.0
