,precision,recall,f1-score,support
Fatal,0.641,0.444,0.524,42557.0
Serious,0.494,0.57,0.529,42558.0
Slight,0.588,0.679,0.63,42558.0
accuracy,0.564,0.564,0.564,0.564
macro avg,0.574,0.564,0.561,127673.0
weighted avg,0.574,0.564,0.561,127673.0
