,precision,recall,f1-score,support
Assistance,0.64,0.508,0.567,1793.0
Slight,0.592,0.714,0.648,1793.0
accuracy,0.611,0.611,0.611,0.611
macro avg,0.616,0.611,0.607,3586.0
weighted avg,0.616,0.611,0.607,3586.0
