,precision,recall,f1-score,support
Slight,0.643,0.812,0.718,55972.0
Assistance,0.745,0.55,0.632,55971.0
accuracy,0.681,0.681,0.681,0.681
macro avg,0.694,0.681,0.675,111943.0
weighted avg,0.694,0.681,0.675,111943.0
