,precision,recall,f1-score,support
Slight,0.653,0.696,0.674,32124.0
Serious,0.522,0.599,0.558,32124.0
Fatal,0.783,0.614,0.688,32124.0
accuracy,0.637,0.637,0.637,0.637
macro avg,0.652,0.637,0.64,96372.0
weighted avg,0.652,0.637,0.64,96372.0
