,precision,recall,f1-score,support
Slight,0.579,0.681,0.626,664.0
Assistance,0.612,0.504,0.553,663.0
accuracy,0.592,0.592,0.592,0.592
macro avg,0.595,0.592,0.589,1327.0
weighted avg,0.595,0.592,0.589,1327.0
