,precision,recall,f1-score,support
Slight,0.62,0.696,0.656,32071.0
Serious,0.466,0.543,0.502,32070.0
Fatal,0.676,0.48,0.562,32070.0
accuracy,0.573,0.573,0.573,0.573
macro avg,0.587,0.573,0.573,96211.0
weighted avg,0.587,0.573,0.573,96211.0
