,precision,recall,f1-score,support
Slight,0.658,0.656,0.657,32090.0
Serious,0.529,0.594,0.56,32090.0
Fatal,0.718,0.632,0.672,32090.0
accuracy,0.627,0.627,0.627,0.627
macro avg,0.635,0.627,0.63,96270.0
weighted avg,0.635,0.627,0.63,96270.0
