,precision,recall,f1-score,support
Serious,0.603,0.536,0.567,1056.0
Fatal,0.609,0.254,0.358,1037.0
Slight,0.512,0.865,0.644,1050.0
accuracy,0.553,0.553,0.553,0.553
macro avg,0.575,0.551,0.523,3143.0
weighted avg,0.575,0.553,0.524,3143.0
