,precision,recall,f1-score,support
Slight,0.667,0.449,0.537,622.0
Assistance,0.584,0.776,0.667,621.0
accuracy,0.612,0.612,0.612,0.612
macro avg,0.626,0.612,0.602,1243.0
weighted avg,0.626,0.612,0.602,1243.0
