,precision,recall,f1-score,support
Slight,0.633,0.814,0.712,55978.0
Assistance,0.739,0.528,0.616,55977.0
accuracy,0.671,0.671,0.671,0.671
macro avg,0.686,0.671,0.664,111955.0
weighted avg,0.686,0.671,0.664,111955.0
