,precision,recall,f1-score,support
Assistance,0.897,0.912,0.904,3211.0
Slight,0.911,0.895,0.903,3212.0
accuracy,0.904,0.904,0.904,0.904
macro avg,0.904,0.904,0.904,6423.0
weighted avg,0.904,0.904,0.904,6423.0
