,precision,recall,f1-score,support
Assistance,0.897,0.935,0.916,2148.0
Slight,0.932,0.892,0.912,2148.0
accuracy,0.914,0.914,0.914,0.914
macro avg,0.915,0.914,0.914,4296.0
weighted avg,0.915,0.914,0.914,4296.0
