,precision,recall,f1-score,support
Assistance,0.823,0.738,0.778,1793.0
Slight,0.763,0.841,0.8,1793.0
accuracy,0.79,0.79,0.79,0.79
macro avg,0.793,0.79,0.789,3586.0
weighted avg,0.793,0.79,0.789,3586.0
